1	58	3996
2	50	3997
14	55	4003
46	47	4005
49	74	4005
11	14	4006
2	84	4028
47	84	4037
47	84	4038
68	85	4041
68	75	4044
12	34	4049
49	75	4051
3	12	4052
83	85	4059
68	83	4059
18	85	4059
46	47	4061
49	75	4062
68	75	4063
49	75	4066
49	75	4067
46	47	4069
52	69	4093
52	75	4093
14	53	4095
52	69	4095
14	55	4096
2	7	4097
2	65	4097
3	12	4101
2	7	4101
2	17	4101
2	12	4101
2	49	4101
2	52	4101
2	34	4101
2	50	4101
2	51	4101
67	84	4101
2	7	4102
46	49	4103
14	55	4109
67	84	4114
68	83	4115
49	74	4116
46	49	4117
14	55	4122
14	53	4123
49	74	4127
67	84	4128
49	74	4130
2	52	4132
58	93	4140
58	66	4140
20	85	4141
67	84	4141
58	66	4144
58	93	4144
49	74	4148
36	37	4149
67	84	4156
36	37	4160
67	84	4166
68	85	4177
68	75	4177
58	66	4185
58	93	4185
39	85	4255
68	83	4255
0	5	4680
0	6	4680
0	5	4682
0	6	4682
0	37	4684
2	17	5033
2	12	5034
12	34	5056
2	12	5056
3	12	5056
2	34	5079
14	95	5086
60	95	5086
11	95	5086
60	95	5110
49	74	5115
1	93	5123
14	95	5144
2	65	5150
2	66	5150
2	7	5150
2	34	5150
2	12	5150
2	3	5150
2	67	5150
2	84	5150
2	68	5150
2	16	5150
2	12	5151
2	3	5152
2	51	5154
2	7	5154
2	51	5156
2	19	5156
8	93	5156
64	93	5156
13	93	5156
2	51	5157
3	52	5157
2	34	5158
2	66	5160
11	95	5167
12	34	5170
2	65	5173
3	52	5186
49	75	5187
49	75	5190
49	75	5191
2	67	5200
14	53	5231
14	16	5232
16	53	5232
16	55	5232
2	16	5233
16	53	5233
16	55	5233
55	87	5234
55	87	5236
41	62	5237
2	50	5254
0	6	5255
0	6	5257
66	114	5258
0	37	5259
1	93	5262
1	58	5262
1	58	5264
0	6	5274
2	65	5280
36	37	5286
14	53	5286
46	67	5287
46	67	5292
66	114	5292
0	6	5296
36	37	5307
52	75	5324
2	65	5329
0	6	5332
0	6	5333
2	17	5370
49	75	5373
25	31	5387
36	37	5388
58	93	5391
52	75	5393
1	93	5394
2	7	5394
2	51	5394
2	17	5394
2	52	5394
2	49	5394
2	34	5394
2	50	5394
2	12	5394
2	19	5394
2	51	5395
2	52	5395
2	17	5398
2	7	5398
14	55	5400
58	66	5401
14	55	5401
46	67	5402
14	32	5403
2	12	5403
14	16	5404
14	53	5404
2	65	5404
2	17	5404
2	50	5404
58	66	5405
36	37	5408
35	37	5408
0	37	5408
2	17	5411
2	17	5412
2	34	5422
2	19	5422
2	49	5422
2	7	5422
2	50	5422
2	51	5422
2	17	5422
2	12	5422
2	52	5422
2	19	5423
2	51	5423
2	19	5424
36	37	5424
35	37	5424
46	67	5427
14	53	5427
2	34	5427
65	66	5432
2	65	5432
41	62	5434
41	42	5437
36	37	5448
2	52	5449
2	34	5450
36	37	5450
8	66	5452
8	65	5452
14	87	5454
58	66	5456
46	49	5457
8	65	5459
2	34	5460
46	49	5464
36	37	5466
2	12	5466
14	53	5466
14	53	5467
14	32	5467
46	49	5469
14	53	5471
2	84	5471
2	50	5472
2	50	5473
23	25	5480
25	31	5480
36	37	5485
25	31	5486
52	83	5488
36	37	5496
36	37	5498
36	37	5501
2	7	5502
36	37	5503
2	17	5507
14	53	5512
53	95	5512
2	19	5514
83	85	5518
53	95	5519
67	84	5528
70	71	5550
41	42	5560
65	66	5561
65	66	5563
41	42	5564
68	75	5578
68	83	5578
0	37	5578
35	37	5605
14	53	5608
14	53	5610
8	65	5617
8	66	5617
8	66	5622
8	65	5632
8	66	5633
8	65	5633
52	83	5640
8	65	5649
67	84	5990
3	12	6469
12	39	6482
17	56	6483
12	39	6501
3	12	6509
2	34	6514
2	34	6515
14	95	6517
60	95	6517
11	95	6517
12	39	6539
60	95	6545
14	32	6567
0	6	6573
0	6	6574
0	6	6575
41	62	6584
2	65	6586
2	7	6586
2	34	6586
2	12	6586
2	3	6586
2	66	6586
2	67	6586
2	68	6586
2	16	6586
2	16	6587
0	6	6598
2	34	6598
14	95	6602
14	32	6602
41	62	6608
2	49	6611
52	83	6619
11	95	6622
2	65	6623
11	14	6626
2	3	6626
2	49	6636
14	16	6646
16	55	6646
16	53	6646
16	55	6648
55	87	6649
67	84	6652
55	87	6654
16	53	6656
0	6	6666
0	6	6667
2	7	6668
68	83	6676
58	68	6676
58	93	6676
58	67	6676
55	58	6676
1	58	6676
68	85	6680
67	68	6680
68	83	6680
68	75	6680
14	53	6698
55	93	6698
52	83	6701
2	19	6702
41	42	6703
2	19	6703
68	83	6707
0	37	6708
52	75	6711
14	53	6714
0	37	6728
8	93	6732
64	93	6732
13	93	6732
52	83	6739
0	37	6740
52	75	6740
35	37	6754
55	93	6762
64	93	6764
13	93	6764
8	93	6764
35	37	6767
49	74	6768
58	66	6777
2	67	6778
23	25	6800
41	42	6801
23	25	6803
35	37	6806
2	12	6807
2	49	6807
2	52	6807
2	50	6807
2	51	6807
2	7	6807
2	34	6807
2	19	6807
3	12	6808
2	51	6809
3	12	6809
2	12	6810
3	12	6816
1	93	6818
1	93	6820
3	12	6822
2	52	6830
2	34	6830
2	7	6831
0	37	6833
0	37	6835
58	66	6842
14	87	6851
14	87	6854
14	87	6855
0	6	6861
52	83	6868
49	75	6870
5	105	6870
52	83	6871
49	75	6874
49	75	6875
66	114	6883
68	83	6896
2	34	6909
52	69	6910
2	34	6918
2	34	6923
2	50	6923
2	7	6923
58	66	6927
2	34	6937
2	19	6952
2	12	6956
14	87	6957
14	87	6960
2	12	6961
2	7	6967
2	49	6969
58	66	6973
2	49	6977
49	74	6977
2	49	6978
36	37	6979
52	75	6979
49	85	6981
2	12	6983
49	74	6989
14	87	6992
36	37	7010
14	87	7012
67	84	7025
68	85	7048
85	93	7048
68	75	7057
68	83	7060
68	85	7076
67	68	7122
68	83	7126
0	37	7141
2	67	7150
67	68	7150
2	12	7274
2	12	7912
2	12	7939
7	12	7939
12	39	7939
14	95	7953
60	95	7953
11	95	7953
2	12	7984
2	12	7986
2	3	7986
2	7	7986
2	34	7986
7	12	7987
2	34	7987
2	7	7988
2	12	7988
60	95	7997
2	3	7999
14	95	8001
3	12	8001
3	12	8002
49	85	8011
2	66	8018
2	7	8018
2	3	8018
2	67	8018
2	68	8018
2	16	8018
2	65	8018
2	34	8018
2	12	8018
2	84	8018
2	3	8021
2	7	8022
2	12	8031
2	16	8041
2	65	8041
11	95	8047
11	14	8070
14	53	8070
2	12	8072
11	14	8073
52	69	8073
70	71	8080
2	67	8081
70	71	8083
14	16	8086
16	55	8086
16	53	8086
16	55	8087
16	53	8087
58	68	8087
55	58	8087
58	67	8087
58	66	8087
58	93	8087
1	58	8087
55	87	8088
65	66	8101
8	66	8101
2	34	8104
58	67	8106
58	68	8106
55	58	8106
58	93	8106
1	58	8106
55	87	8110
68	83	8142
49	75	8146
47	67	8153
46	67	8153
67	84	8153
8	65	8158
8	66	8158
2	50	8170
2	17	8170
2	7	8170
2	34	8170
2	51	8170
2	49	8170
2	19	8170
2	51	8171
8	65	8172
0	6	8172
0	6	8173
2	17	8181
2	17	8186
2	17	8189
2	17	8190
2	17	8191
68	83	8191
14	16	8192
55	87	8194
49	75	8203
13	93	8207
64	93	8207
8	93	8207
2	66	8208
55	87	8210
8	66	8226
2	66	8226
55	87	8231
1	58	8237
58	93	8237
49	75	8237
68	75	8246
55	87	8250
41	62	8264
66	114	8270
68	83	8287
2	34	8287
2	19	8288
68	83	8302
2	7	8306
2	84	8325
2	50	8329
2	50	8330
2	7	8331
2	50	8332
66	114	8341
14	87	8342
14	55	8342
14	87	8344
46	67	8353
8	66	8356
8	65	8356
52	75	8363
46	67	8369
46	67	8388
46	67	8393
47	67	8393
41	42	8400
41	42	8401
47	67	8403
14	55	8405
58	68	8406
17	56	8408
8	66	8408
66	114	8409
85	93	8424
58	93	8424
55	93	8424
1	93	8424
55	93	8426
58	93	8426
85	93	8426
41	42	8427
2	12	8431
67	84	8434
52	69	8445
3	52	8445
2	12	8456
68	75	8459
68	75	8522
68	75	8547
83	85	8575
83	85	8576
2	12	12239
17	56	12260
17	56	12262
17	56	12265
14	95	12284
60	95	12284
11	95	12284
60	95	12314
2	49	12317
4	70	12319
14	95	12321
2	49	12326
2	12	12347
2	12	12348
2	65	12363
2	66	12363
2	7	12363
2	34	12363
2	12	12363
2	3	12363
2	67	12363
2	84	12363
2	68	12363
2	16	12363
2	16	12366
2	65	12369
2	12	12371
8	65	12373
2	7	12378
2	66	12392
52	69	12405
52	75	12406
70	71	12409
4	70	12409
14	70	12409
70	72	12409
16	55	12411
14	16	12411
16	53	12411
16	55	12416
55	87	12416
2	67	12426
55	87	12432
16	53	12433
47	67	12440
2	52	12440
52	69	12442
14	53	12457
2	34	12459
83	85	12459
68	83	12487
68	75	12528
14	16	12543
14	53	12544
46	67	12549
8	66	12559
8	65	12559
2	12	12561
49	51	12572
2	12	12573
49	51	12574
5	105	12600
65	66	12602
68	83	12607
2	12	12633
7	12	12633
12	39	12633
2	52	12638
8	66	12642
8	65	12642
68	83	12642
46	47	12659
46	47	12661
39	85	12663
68	85	12666
2	19	12670
68	85	12673
47	84	12673
2	84	12673
83	85	12677
46	49	12678
46	49	12700
46	49	12702
49	83	12705
2	19	12705
49	83	12707
8	66	12710
65	66	12711
8	66	12712
2	49	12717
2	12	12717
2	65	12717
2	34	12717
2	51	12717
2	52	12717
2	50	12717
2	51	12719
8	65	12719
2	65	12719
8	65	12720
2	52	12721
2	12	12733
39	85	12768
70	71	12769
68	83	12782
58	66	12789
68	83	12794
47	84	12800
58	66	12801
58	66	12808
58	67	12818
58	68	12818
55	58	12818
58	66	12832
0	5	13191
0	6	13191
14	95	13718
60	95	13718
11	95	13718
2	34	13730
2	12	13749
60	95	13756
1	93	13757
2	12	13766
64	93	13769
13	93	13769
8	93	13769
14	95	13769
7	12	13773
12	34	13773
12	34	13781
2	12	13788
2	65	13788
2	66	13788
2	7	13788
2	34	13788
2	3	13788
2	67	13788
2	68	13788
2	16	13788
2	34	13789
2	16	13790
2	7	13792
2	34	13792
2	3	13792
2	50	13792
2	51	13792
2	49	13792
2	52	13792
2	17	13792
2	34	13793
2	12	13795
2	51	13795
1	93	13796
2	17	13800
64	93	13801
7	12	13805
2	7	13805
11	95	13806
2	52	13806
2	65	13806
2	19	13812
2	3	13814
8	66	13814
8	65	13814
11	95	13817
8	65	13820
8	66	13826
2	66	13827
58	67	13832
58	68	13832
55	58	13832
58	93	13832
1	58	13832
16	55	13867
14	16	13867
16	53	13867
14	16	13870
16	53	13872
49	75	13873
46	49	13876
2	67	13897
70	71	13897
70	72	13897
16	55	13902
66	114	13902
49	69	13908
52	69	13910
66	114	13910
65	76	13911
49	83	13917
46	67	13921
55	93	13922
46	67	13922
46	49	13930
52	69	13931
65	76	13940
49	83	13941
41	42	13957
46	67	13971
46	67	13973
49	83	13973
55	93	13973
49	69	13973
12	39	13976
49	69	13979
55	87	13990
41	42	13993
55	87	13998
65	76	14009
68	83	14012
8	66	14020
8	66	14021
8	65	14021
8	66	14030
8	66	14031
2	52	14035
8	65	14045
46	47	14054
2	49	14055
2	12	14061
2	7	14061
0	37	14068
2	50	14090
2	7	14090
2	34	14090
67	84	14095
8	66	14097
8	65	14097
2	7	14102
65	76	14111
58	67	14115
46	47	14130
8	66	14135
2	34	14140
2	49	14142
49	51	14142
49	51	14143
68	83	14148
8	65	14148
2	19	14149
11	14	14179
11	14	14185
8	66	14193
8	65	14193
0	6	14194
8	66	14195
49	75	14210
68	83	14215
0	6	14219
0	6	14220
70	71	14222
49	69	14224
58	66	14235
46	49	14236
49	75	14242
14	95	15163
60	95	15163
11	95	15163
60	95	15189
49	69	15196
2	49	15202
2	49	15211
2	12	15213
14	95	15216
2	12	15218
2	65	15229
2	34	15229
2	12	15229
2	3	15229
2	66	15229
2	7	15229
2	67	15229
2	68	15229
2	16	15229
2	12	15234
12	34	15237
3	12	15237
2	3	15237
11	95	15238
2	65	15242
8	65	15246
2	66	15257
2	16	15260
2	7	15260
25	31	15262
2	34	15262
3	12	15264
49	74	15273
16	55	15276
14	16	15276
16	53	15276
16	55	15278
55	87	15278
55	87	15281
49	74	15282
16	53	15283
14	16	15286
39	75	15286
11	14	15314
11	14	15315
49	74	15321
2	67	15340
2	50	15350
55	87	15355
39	75	15356
102	104	15365
102	104	15368
36	37	15371
58	66	15371
49	75	15372
49	75	15373
49	75	15374
55	87	15382
25	31	15386
49	75	15388
49	75	15389
70	72	15390
49	75	15393
49	75	15394
49	75	15395
49	75	15396
46	49	15405
46	49	15408
52	75	15412
65	76	15434
49	75	15434
49	75	15438
46	67	15439
1	58	15440
56	85	15440
56	85	15454
5	105	15455
58	66	15467
46	47	15472
12	34	15474
46	49	15476
2	50	15477
2	50	15478
68	75	15497
46	67	15498
56	85	15499
58	66	15499
2	12	15501
68	83	15501
68	83	15502
68	83	15503
68	83	15504
68	83	15512
47	84	15513
13	93	15517
8	93	15517
64	93	15517
46	49	15520
47	84	15521
47	67	15521
47	67	15523
20	85	15525
58	66	15526
46	49	15530
65	76	15531
47	67	15539
23	25	15540
68	75	15545
68	83	15565
46	49	15569
8	65	15576
102	104	15584
102	104	15589
8	65	15589
46	49	15590
64	93	15591
8	93	15591
13	93	15591
23	25	15591
52	69	15592
14	87	15592
55	87	15592
52	69	15595
8	66	15611
8	65	15611
65	66	15615
8	66	15621
1	58	15633
65	66	15638
1	58	15644
46	67	15649
18	85	15654
68	75	15658
46	67	15659
65	66	15665
65	66	15674
65	66	15709
8	66	15711
8	65	15711
65	66	15712
8	66	15714
68	75	15760
14	95	16595
60	95	16595
11	95	16595
60	95	16626
14	32	16638
64	93	16640
13	93	16640
8	93	16640
2	65	16654
2	12	16654
2	3	16654
2	84	16654
2	16	16654
2	66	16654
2	7	16654
2	34	16654
2	67	16654
2	68	16654
2	12	16656
14	95	16659
14	32	16659
2	34	16660
2	3	16661
2	49	16665
2	49	16666
2	7	16678
2	12	16679
2	34	16685
18	85	16686
2	34	16687
2	66	16688
2	65	16691
8	65	16692
2	52	16707
2	16	16712
16	55	16713
14	16	16713
16	53	16713
16	55	16714
55	87	16714
55	87	16715
16	53	16719
41	42	16719
41	42	16724
52	69	16735
65	66	16735
2	67	16740
8	65	16743
8	65	16748
14	16	16752
35	37	16762
36	37	16762
2	12	16764
85	93	16768
8	65	16768
1	93	16770
85	93	16773
8	65	16774
8	65	16777
8	65	16779
8	65	16786
60	95	16787
60	95	16792
3	12	16794
56	85	16806
49	75	16811
49	75	16812
70	71	16812
70	72	16812
60	95	16813
60	95	16815
56	85	16815
7	12	16818
7	12	16820
14	53	16821
14	32	16822
14	53	16823
11	14	16829
14	53	16830
14	53	16831
14	32	16832
17	56	16841
3	12	16842
17	56	16843
58	66	16861
1	58	16866
64	93	16877
13	93	16877
8	93	16877
18	85	16884
64	93	16887
5	105	16908
20	85	16908
85	93	16909
55	93	16909
58	93	16909
1	93	16909
85	93	16911
25	31	16932
49	75	16946
70	71	16947
20	85	16948
8	66	16949
8	65	16949
2	84	16951
66	114	16957
55	93	16960
55	93	16962
23	25	16963
55	93	16964
25	31	16965
49	75	16969
14	53	16969
49	75	16971
2	49	16986
2	65	16986
2	52	16986
2	7	16986
2	12	16986
2	51	16986
2	50	16986
2	34	16986
2	19	16986
8	65	16989
2	65	16989
8	65	16990
49	75	16990
8	65	16991
2	51	16992
0	37	16994
65	66	16998
68	83	17001
58	66	17004
49	75	17010
18	85	17011
8	65	17013
8	66	17013
68	85	17013
64	93	17015
8	93	17015
13	93	17015
8	65	17029
3	73	17036
3	73	17037
23	25	17045
2	52	17055
0	37	17060
68	83	17069
2	7	17075
46	49	17077
35	37	17082
2	49	17085
14	53	17092
46	49	17097
67	68	17107
14	87	17128
67	68	17130
2	67	17130
8	66	17151
8	65	17151
58	66	17153
0	6	17168
68	75	17180
67	68	17197
2	12	17995
2	19	18003
2	12	18033
7	12	18033
12	39	18033
14	95	18033
60	95	18033
11	95	18033
2	34	18044
60	95	18063
7	12	18068
2	49	18072
0	6	18075
2	49	18078
0	37	18078
2	12	18080
2	3	18080
2	7	18080
2	34	18080
2	12	18081
2	7	18082
2	34	18082
14	95	18088
0	6	18092
2	49	18093
2	49	18094
14	95	18107
11	14	18107
0	37	18116
2	3	18123
2	12	18126
2	3	18126
2	67	18126
2	65	18126
2	66	18126
2	7	18126
2	34	18126
2	84	18126
2	68	18126
2	16	18126
2	34	18128
14	87	18128
2	12	18129
2	7	18129
0	6	18129
0	6	18133
2	65	18136
8	65	18139
14	87	18140
55	87	18140
0	6	18141
0	6	18142
0	6	18144
55	87	18148
14	87	18148
2	16	18149
0	37	18149
68	83	18151
0	37	18169
14	53	18170
14	95	18171
16	55	18175
14	16	18175
16	53	18175
16	53	18179
41	62	18180
46	67	18208
13	93	18209
64	93	18209
8	93	18209
0	37	18222
35	37	18230
2	67	18232
14	16	18242
16	55	18242
14	53	18248
0	37	18260
35	37	18262
36	37	18262
0	6	18263
0	6	18266
70	71	18267
83	85	18270
49	74	18275
52	69	18279
58	68	18285
3	73	18288
3	73	18289
49	74	18290
2	17	18292
18	85	18296
58	67	18307
58	68	18307
55	58	18307
58	93	18307
1	58	18307
2	49	18309
58	93	18312
58	67	18312
55	58	18312
1	58	18312
58	68	18312
49	83	18313
2	34	18314
47	67	18314
2	49	18319
52	69	18320
2	34	18320
52	69	18321
3	52	18321
70	71	18322
68	83	18327
68	85	18327
67	68	18327
41	42	18340
49	74	18345
83	85	18347
68	85	18360
8	93	18362
64	93	18362
13	93	18362
41	62	18369
49	74	18372
8	65	18378
5	105	18382
58	68	18397
8	65	18404
8	65	18406
2	12	18429
41	42	18429
8	65	18431
14	53	18441
14	53	18442
14	53	18443
3	73	18443
14	53	18444
11	14	18452
8	66	18453
8	65	18453
68	85	18455
49	69	18460
49	69	18464
58	93	18467
1	93	18467
3	73	18468
64	93	18471
13	93	18471
8	93	18471
49	83	18474
49	83	18475
25	31	18487
25	31	18499
49	83	18500
49	74	18500
25	31	18502
49	74	18518
58	68	18522
49	74	18541
58	68	18555
8	66	19851
8	66	19852
65	66	19852
2	66	19855
8	66	19857
8	66	19867
65	66	19906
8	66	19906
2	12	22320
49	74	22352
14	95	22358
60	95	22358
11	95	22358
49	74	22390
2	49	22399
14	95	22410
60	95	22432
2	7	22432
2	65	22432
2	66	22432
2	34	22432
2	12	22432
2	3	22432
2	67	22432
2	84	22432
2	68	22432
2	16	22432
52	69	22434
3	52	22434
2	16	22436
2	12	22437
2	34	22438
1	58	22441
1	93	22441
1	58	22442
2	3	22448
2	7	22450
4	70	22452
14	70	22452
41	42	22453
2	66	22460
2	50	22460
2	34	22460
2	52	22460
2	50	22466
2	50	22468
11	95	22468
11	14	22468
11	95	22469
11	14	22469
2	34	22469
4	70	22485
41	42	22499
41	42	22503
41	62	22503
2	65	22515
41	62	22515
16	55	22515
14	16	22515
16	53	22515
41	62	22527
2	52	22530
35	37	22532
16	55	22537
55	87	22537
55	87	22546
14	87	22549
58	68	22549
2	67	22552
14	55	22556
49	83	22560
25	31	22571
0	37	22572
2	65	22577
7	12	22584
12	34	22584
8	65	22584
58	66	22586
68	83	22598
68	75	22599
2	34	22599
2	49	22599
2	19	22599
2	7	22599
2	52	22599
2	50	22599
2	17	22599
2	50	22607
41	62	22608
52	75	22611
2	52	22614
2	17	22615
56	85	22618
14	32	22621
2	52	22629
52	75	22631
64	93	22636
13	93	22636
8	93	22636
2	65	22640
1	93	22640
14	32	22642
14	70	22648
12	39	22658
35	37	22664
11	14	22667
11	14	22668
3	73	22668
2	7	22668
3	73	22671
2	84	22678
52	69	22680
47	84	22686
4	53	22688
2	84	22689
47	84	22690
17	56	22691
12	39	22694
2	12	22694
2	12	22695
14	87	22697
67	84	22702
47	67	22708
14	87	22709
14	55	22710
16	53	22714
47	84	22714
4	53	22714
67	84	22717
14	87	22718
14	70	22721
5	105	22725
2	19	22726
8	65	22726
8	65	22728
47	67	22732
2	49	22733
68	85	22743
14	32	22747
14	16	22747
36	37	22755
8	66	22755
8	65	22755
36	37	22757
8	66	22760
49	74	22762
8	65	22762
49	74	22764
49	75	22766
2	34	22768
49	75	22770
49	75	22772
14	70	22775
2	49	22784
8	66	22789
8	65	22789
2	49	22790
8	66	22793
12	39	22798
64	93	22803
13	93	22803
8	93	22803
49	74	22810
0	37	22822
8	65	22829
68	85	22831
39	85	22838
68	85	22838
49	85	22838
11	14	22840
11	14	22841
35	37	22846
12	39	22869
52	69	22887
58	66	22899
67	84	22956
0	5	23261
0	6	23261
17	56	23750
14	95	23812
60	95	23812
11	95	23812
41	62	23827
41	62	23844
14	95	23854
41	62	23860
12	34	23867
3	12	23867
2	12	23867
14	70	23878
11	95	23885
2	65	23885
2	66	23885
2	7	23885
2	34	23885
2	12	23885
2	3	23885
2	67	23885
2	84	23885
2	68	23885
2	16	23885
2	16	23888
2	12	23894
11	14	23896
17	56	23897
2	7	23913
2	3	23920
2	66	23927
17	56	23927
2	34	23931
8	66	23932
11	14	23939
14	16	23942
16	55	23942
16	53	23942
8	66	23943
14	16	23943
14	55	23948
16	55	23949
14	55	23952
2	67	23955
47	67	23957
14	87	23957
14	87	23965
20	85	23967
49	74	23968
14	87	23970
20	85	23975
49	83	23977
58	67	23982
58	68	23982
55	58	23982
58	93	23982
1	58	23982
49	85	23989
68	85	23989
3	73	24010
68	85	24017
2	65	24031
68	83	24043
16	53	24046
14	53	24048
14	53	24049
8	93	24050
64	93	24050
13	93	24050
41	42	24054
3	73	24056
68	83	24060
68	83	24063
68	83	24064
14	87	24069
3	12	24071
14	53	24072
14	53	24073
65	76	24095
64	93	24095
14	87	24097
14	32	24105
68	85	24114
14	55	24116
36	37	24131
14	55	24134
5	105	24134
14	55	24135
2	84	24139
14	32	24140
14	32	24141
58	93	24146
49	75	24147
0	37	24155
35	37	24157
35	37	24163
0	37	24167
12	34	24172
2	49	24175
2	34	24176
2	17	24176
2	50	24176
2	51	24176
2	7	24176
2	51	24177
39	85	24178
2	34	24179
2	34	24180
2	50	24180
2	51	24180
2	17	24180
2	7	24180
2	49	24180
2	51	24181
2	34	24181
2	17	24183
1	58	24183
2	17	24193
2	17	24196
35	37	24202
1	58	24203
14	32	24205
49	69	24210
68	85	24212
83	85	24212
49	69	24213
67	84	24213
36	37	24216
2	34	24216
2	7	24216
2	50	24216
2	51	24216
2	17	24216
2	19	24216
35	37	24216
2	51	24217
2	34	24218
67	68	24219
58	68	24219
1	58	24225
58	93	24225
49	75	24226
58	68	24226
68	83	24227
49	75	24228
67	84	24228
68	85	24230
2	19	24234
49	51	24239
49	74	24242
67	84	24243
83	85	24243
68	83	24255
67	84	24263
49	74	24268
35	37	24271
36	37	24271
68	85	24276
2	68	24276
49	85	24278
68	85	24279
35	37	24280
2	12	24282
2	7	24282
2	7	24283
49	85	24284
2	7	24284
67	84	24285
2	7	24285
2	7	24286
39	85	24291
49	74	24292
49	85	24296
49	74	24305
47	84	24337
47	84	24338
8	66	24354
8	65	24354
2	12	25199
14	95	25236
60	95	25236
11	95	25236
2	17	25244
49	74	25268
60	95	25270
0	37	25294
14	70	25303
2	12	25310
2	67	25310
2	65	25310
2	66	25310
2	7	25310
2	34	25310
2	3	25310
2	84	25310
2	68	25310
2	16	25310
2	65	25312
8	65	25314
14	95	25315
58	93	25315
11	95	25316
2	34	25317
2	12	25318
2	34	25318
2	51	25318
2	17	25318
2	49	25318
2	52	25318
2	65	25318
2	7	25318
2	50	25318
2	19	25318
2	3	25318
2	34	25319
2	12	25324
39	85	25332
2	19	25334
2	51	25338
2	7	25338
2	17	25338
2	7	25339
2	16	25339
46	47	25339
2	3	25340
0	37	25347
0	37	25348
4	70	25349
17	56	25357
4	70	25358
58	66	25361
13	93	25367
8	93	25367
64	93	25367
2	67	25375
4	70	25377
35	37	25377
2	66	25379
65	66	25384
8	66	25385
14	16	25386
16	55	25386
16	53	25386
35	37	25388
16	55	25388
55	87	25388
49	85	25391
14	87	25398
55	87	25398
46	67	25398
17	56	25399
68	75	25403
68	75	25404
14	87	25407
14	87	25410
49	85	25410
4	70	25412
49	83	25418
0	37	25419
20	85	25419
49	85	25422
68	85	25422
39	85	25422
39	85	25426
20	85	25427
0	6	25431
25	31	25461
49	75	25471
49	75	25472
25	31	25472
16	53	25473
49	83	25482
49	83	25483
14	16	25485
3	73	25485
47	67	25498
47	67	25501
49	75	25502
